Region,Children in poverty,Access to exercise opportunities,Adult obesity,Alcohol-impaired driving deaths,Excessive drinking
Midwest,0.226,0.737,0.311,0.316,0.193
Midwest,0.3,0.662,0.344,0.383,0.219
Midwest,0.285,0.651,0.351,0.346,0.219
Midwest,0.21,0.686,0.307,0.26,0.168
Midwest,0.21,0.762,0.29,0.258,0.168
Midwest,0.255,0.764,0.304,0.286,
Midwest,0.291,0.77,0.304,0.308,
Midwest,0.23,0.842,0.307,0.316,0.168
Midwest,0.186,0.908,0.292,0.329,0.168
Midwest,0.534,0.951,0.316,0.333,
Midwest,0.522,0.961,0.33,0.167,
Midwest,0.159,0.568,0.335,0.22,0.158
Midwest,0.167,0.529,0.329,0.244,0.158
Midwest,0.151,0.771,0.265,0.3,0.184
Midwest,0.162,0.696,0.237,0.286,0.184
Midwest,0.191,0.647,0.323,0.279,0.209
Midwest,0.214,0.706,0.319,0.328,0.209
Midwest,0.087,0.696,0.266,0.373,0.23
Midwest,0.08,0.87,0.275,0.337,0.23
Midwest,0.317,0.521,0.345,0.143,0.281
Midwest,0.324,0.597,0.345,0.167,0.281
Midwest,0.254,0.869,0.338,0.588,0.281
Midwest,0.239,0.913,0.329,0.556,0.281
Midwest,0.179,0.925,0.3,0.274,0.199
Midwest,0.197,0.923,0.319,0.285,0.199
Midwest,0.258,0.758,0.287,0.2,0.286
Midwest,0.288,0.826,0.304,0.235,0.286
Midwest,0.182,0.842,0.295,0.29,0.186
Midwest,0.18,0.895,0.294,0.308,0.186
Midwest,0.278,0.773,0.323,0.35,0.245
Midwest,0.268,0.644,0.299,0.25,0.245
Midwest,0.282,0.569,0.309,0.281,0.199
Midwest,0.316,0.662,0.321,0.303,0.199
Midwest,0.241,0.569,0.316,0.563,0.204
Midwest,0.249,0.645,0.332,0.538,0.204
Midwest,0.164,0.664,0.307,0.225,0.154
Midwest,0.167,0.85,0.301,0.256,0.154
Midwest,0.243,0.645,0.329,0.25,0.2
Midwest,0.258,0.683,0.323,0.25,0.2
Midwest,0.163,0.733,0.334,0.402,0.22
Midwest,0.164,0.792,0.334,0.358,0.22
Midwest,0.234,0.531,0.32,0.405,0.142
Midwest,0.268,0.645,0.303,0.405,0.142
Midwest,0.342,0.709,0.317,0.5,
Midwest,0.365,0.806,0.318,0.571,
Midwest,0.333,0.605,0.355,0.349,0.22
Midwest,0.281,0.671,0.363,0.405,0.22
Midwest,0.274,0.798,0.353,0.308,0.191
Midwest,0.261,0.749,0.329,0.368,0.191
Midwest,0.143,0.884,0.269,0.249,0.176
Midwest,0.131,0.933,0.265,0.222,0.176
Midwest,0.356,0.702,0.349,0.333,0.206
Midwest,0.309,0.875,0.334,0.308,0.206
Midwest,0.326,0.753,0.344,0.471,0.149
Midwest,0.38,0.674,0.35,0.438,0.149
Midwest,0.29,0.463,0.339,0.625,
Midwest,0.316,0.771,0.343,0.25,
Midwest,0.333,0.41,0.339,0.091,0.151
Midwest,0.344,0.524,0.364,0.125,0.151
Midwest,0.34,0.85,0.304,0.286,
Midwest,0.319,0.926,0.334,0.25,
Midwest,0.211,0.675,0.317,0.25,0.211
Midwest,0.212,0.737,0.343,0.25,0.211
Midwest,0.127,0.696,0.255,0.213,0.191
Midwest,0.123,0.798,0.246,0.205,0.191
Midwest,0.255,0.691,0.333,0.333,
Midwest,0.262,0.745,0.325,0.333,
Midwest,0.367,0.917,0.333,0.333,0.221
Midwest,0.398,0.973,0.323,0.364,0.221
Midwest,0.281,0.62,0.397,0.311,0.206
Midwest,0.296,0.728,0.386,0.327,0.206
Midwest,0.265,0.28,0.36,0.296,0.204
Midwest,0.252,0.161,0.364,0.364,0.204
Midwest,0.248,0.723,0.275,1.0,
Midwest,0.273,0.788,0.287,0.75,
Midwest,0.223,0.537,0.346,0.182,0.195
Midwest,0.228,0.612,0.359,0.138,0.195
Midwest,0.236,0.605,0.305,0.298,0.216
Midwest,0.214,0.649,0.301,0.374,0.216
Midwest,0.275,0.386,0.33,0.423,0.183
Midwest,0.26,0.623,0.341,0.481,0.183
Midwest,0.243,0.307,0.309,0.365,0.194
Midwest,0.253,0.512,0.312,0.304,0.194
Midwest,0.268,0.544,0.318,0.367,0.196
Midwest,0.246,0.613,0.325,0.348,0.196
Midwest,0.154,0.839,0.233,0.279,0.15
Midwest,0.152,0.92,0.236,0.268,0.15
Midwest,0.389,0.925,0.343,0.28,0.168
Midwest,0.369,0.926,0.342,0.276,0.168
Midwest,0.32,0.838,0.325,0.313,0.134
Midwest,0.291,0.853,0.326,0.342,0.134
Midwest,0.243,0.455,0.274,0.588,0.151
Midwest,0.233,0.499,0.271,0.462,0.151
Midwest,0.107,0.908,0.307,0.345,0.192
Midwest,0.103,0.929,0.295,0.308,0.192
Midwest,0.206,0.388,0.279,0.44,0.231
Midwest,0.193,0.616,0.294,0.455,0.231
Midwest,0.28,0.592,0.283,0.261,0.229
Midwest,0.273,0.695,0.288,0.32,0.229
Midwest,0.124,0.591,0.291,0.13,0.185
Midwest,0.143,0.54,0.269,0.143,0.185
Midwest,0.202,0.616,0.284,0.0,
Midwest,0.192,0.608,0.281,0.0,
Midwest,0.152,0.701,0.252,0.206,0.209
Midwest,0.135,0.814,0.264,0.156,0.209
Midwest,0.107,0.776,0.287,0.308,0.226
Midwest,0.116,0.82,0.298,0.25,0.226
Midwest,0.129,0.623,0.279,0.556,0.211
Midwest,0.141,0.751,0.291,0.6,0.211
Midwest,0.049,0.726,0.247,0.355,0.261
Midwest,0.052,0.869,0.262,0.333,0.261
Midwest,0.283,0.53,0.284,0.3,0.213
Midwest,0.266,0.702,0.277,0.259,0.213
Midwest,0.145,0.576,0.311,0.286,0.296
Midwest,0.162,0.703,0.304,0.25,0.296
Midwest,0.088,0.549,0.285,0.296,0.161
Midwest,0.082,0.681,0.28,0.269,0.161
Midwest,0.134,0.717,0.314,0.143,0.231
Midwest,0.133,0.806,0.3,0.217,0.231
Midwest,0.247,0.472,0.299,0.5,0.206
Midwest,0.246,0.477,0.319,0.75,0.206
Midwest,0.173,0.987,0.261,0.333,0.198
Midwest,0.165,0.987,0.249,0.333,0.198
Midwest,0.168,0.58,0.286,0.429,
Midwest,0.19,0.764,0.291,0.556,
Midwest,0.192,0.563,0.268,0.342,0.199
Midwest,0.164,0.55,0.27,0.357,0.199
Midwest,0.099,0.944,0.254,0.258,0.198
Midwest,0.1,0.966,0.247,0.25,0.198
Midwest,0.106,0.706,0.332,0.154,0.172
Midwest,0.096,0.68,0.334,0.182,0.172
Midwest,0.132,0.559,0.269,0.192,0.202
Midwest,0.13,0.728,0.255,0.222,0.202
Midwest,0.213,0.695,0.297,0.083,
Midwest,0.182,0.712,0.284,0.077,
Midwest,0.179,0.887,0.272,0.4,0.18
Midwest,0.161,0.939,0.253,0.4,0.18
Midwest,0.171,0.7,0.306,0.273,0.164
Midwest,0.169,0.741,0.308,0.304,0.164
Midwest,0.123,0.841,0.28,0.276,0.255
Midwest,0.116,0.905,0.295,0.188,0.255
Midwest,0.172,0.478,0.272,0.667,
Midwest,0.164,0.536,0.285,0.5,
Midwest,0.173,0.963,0.219,0.321,0.185
Midwest,0.153,0.991,0.222,0.289,0.185
Midwest,0.126,1.0,0.277,0.286,0.224
Midwest,0.119,1.0,0.261,0.143,0.224
Midwest,0.212,0.392,0.286,0.765,0.193
Midwest,0.21,0.545,0.272,0.833,0.193
Midwest,0.126,0.367,0.277,0.391,0.229
Midwest,0.108,0.504,0.303,0.417,0.229
Midwest,0.193,0.503,0.28,0.452,0.181
Midwest,0.205,0.654,0.29,0.406,0.181
Midwest,0.159,0.469,0.298,0.235,
Midwest,0.14,0.62,0.312,0.19,
Midwest,0.217,0.22,0.264,0.0,0.199
Midwest,0.216,0.403,0.249,0.0,0.199
Midwest,0.199,0.671,0.291,0.24,0.091
Midwest,0.181,0.708,0.278,0.208,0.091
Midwest,0.138,0.264,0.316,0.667,
Midwest,0.132,0.566,0.307,0.8,
Midwest,0.214,0.268,0.297,0.25,0.195
Midwest,0.229,0.506,0.267,0.25,0.195
Midwest,0.142,0.442,0.292,1.0,0.268
Midwest,0.143,0.417,0.271,1.0,0.268
Midwest,0.166,0.393,0.295,0.545,
Midwest,0.166,0.673,0.298,0.6,
Midwest,0.18,0.382,0.281,0.667,
Midwest,0.199,0.468,0.287,0.0,
Midwest,0.105,0.442,0.303,0.385,0.182
Midwest,0.112,0.685,0.298,0.533,0.182
Midwest,0.129,0.287,0.275,0.4,0.269
Midwest,0.136,0.458,0.285,0.6,0.269
Midwest,0.158,0.713,0.278,0.357,0.259
Midwest,0.152,0.808,0.291,0.444,0.259
Midwest,0.344,0.273,0.306,0.778,0.423
Midwest,0.383,0.528,0.308,0.875,0.423
Midwest,0.13,0.359,0.269,0.571,0.239
Midwest,0.136,0.331,0.275,0.625,0.239
Midwest,0.193,0.67,0.272,0.571,0.194
Midwest,0.178,0.723,0.28,0.571,0.194
Midwest,0.113,0.757,0.319,0.053,0.175
Midwest,0.118,0.783,0.318,0.091,0.175
Midwest,0.149,0.583,0.296,0.458,0.23
Midwest,0.122,0.497,0.289,0.44,0.23
Midwest,0.181,0.404,0.288,0.409,0.234
Midwest,0.179,0.532,0.292,0.381,0.234
Midwest,0.154,0.406,0.278,0.367,0.228
Midwest,0.164,0.494,0.287,0.28,0.228
Midwest,0.183,0.66,0.279,0.412,
Midwest,0.187,0.688,0.3,0.5,
Midwest,0.134,0.371,0.318,0.25,
Midwest,0.131,0.52,0.328,0.25,
Midwest,0.11,0.701,0.289,0.263,0.156
Midwest,0.117,0.75,0.284,0.3,0.156
Midwest,0.161,0.529,0.277,0.208,0.094
Midwest,0.194,0.651,0.277,0.28,0.094
Midwest,0.167,0.225,0.328,0.571,0.252
Midwest,0.198,0.322,0.31,0.5,0.252
Midwest,0.114,0.802,0.238,0.359,0.143
Midwest,0.103,0.934,0.221,0.318,0.143
Midwest,0.155,0.438,0.282,0.321,0.197
Midwest,0.165,0.531,0.264,0.25,0.197
Midwest,0.151,0.579,0.276,0.455,0.203
Midwest,0.146,0.704,0.259,0.286,0.203
Midwest,0.208,0.478,0.284,0.263,0.207
Midwest,0.232,0.542,0.273,0.263,0.207
Midwest,0.152,0.687,0.289,0.444,
Midwest,0.172,0.692,0.288,0.4,
Midwest,0.176,0.564,0.3,0.406,0.276
Midwest,0.174,0.544,0.316,0.379,0.276
Midwest,0.158,0.434,0.281,0.25,0.21
Midwest,0.135,0.498,0.278,0.25,0.21
Midwest,0.24,0.996,0.246,0.25,0.163
Midwest,0.225,0.99,0.249,0.227,0.163
Midwest,0.147,0.529,0.303,0.667,
Midwest,0.142,0.487,0.32,0.6,
Midwest,0.159,0.612,0.305,0.389,0.226
Midwest,0.137,0.631,0.298,0.421,0.226
Midwest,0.164,0.661,0.33,0.105,
Midwest,0.178,0.643,0.331,0.091,
Midwest,0.136,0.746,0.259,0.192,0.142
Midwest,0.139,0.825,0.266,0.158,0.142
Midwest,0.118,0.498,0.245,0.0,0.174
Midwest,0.135,0.645,0.271,0.0,0.174
Midwest,0.11,0.328,0.342,0.571,0.144
Midwest,0.119,0.495,0.335,0.429,0.144
Midwest,0.065,0.805,0.24,0.324,0.223
Midwest,0.067,0.933,0.251,0.282,0.223
Midwest,0.078,0.779,0.305,0.25,0.234
Midwest,0.077,0.81,0.296,0.25,0.234
Midwest,0.155,0.572,0.291,0.3,0.253
Midwest,0.137,0.61,0.275,0.222,0.253
Midwest,0.177,0.719,0.273,0.375,0.186
Midwest,0.19,0.738,0.264,0.286,0.186
Midwest,0.118,0.674,0.277,0.276,0.21
Midwest,0.126,0.686,0.277,0.288,0.21
Midwest,0.127,0.654,0.266,0.286,0.164
Midwest,0.144,0.788,0.256,0.214,0.164
Midwest,0.117,0.695,0.283,0.667,
Midwest,0.114,0.646,0.303,0.5,
Midwest,0.156,0.469,0.291,0.111,0.189
Midwest,0.142,0.465,0.292,0.0,0.189
Midwest,0.229,0.299,0.297,0.5,0.172
Midwest,0.208,0.361,0.284,0.533,0.172
Midwest,0.182,0.596,0.29,,
Midwest,0.183,0.63,0.299,1.0,
Midwest,0.106,1.0,0.269,0.278,0.164
Midwest,0.117,1.0,0.296,0.316,0.164
Midwest,0.224,0.513,0.308,0.4,
Midwest,0.203,0.419,0.282,0.4,
Midwest,0.131,0.741,0.31,0.25,0.266
Midwest,0.14,0.751,0.3,0.273,0.266
Midwest,0.062,0.856,0.243,0.239,0.207
Midwest,0.069,0.927,0.248,0.255,0.207
Midwest,0.174,0.611,0.308,0.333,0.258
Midwest,0.173,0.733,0.285,0.25,0.258
Midwest,0.129,0.569,0.302,0.0,
Midwest,0.137,0.587,0.293,0.0,
Midwest,0.143,0.969,0.273,0.219,0.202
Midwest,0.14,0.977,0.266,0.208,0.202
Midwest,0.083,0.69,0.265,0.436,0.236
Midwest,0.082,0.768,0.275,0.37,0.236
Midwest,0.132,0.451,0.253,0.6,0.246
Midwest,0.141,0.579,0.278,0.25,0.246
Midwest,0.255,0.784,0.305,0.294,0.196
Midwest,0.249,0.741,0.299,0.267,0.196
Midwest,0.139,0.343,0.289,0.318,0.192
Midwest,0.131,0.572,0.276,0.333,0.192
Midwest,0.16,0.625,0.29,0.5,
Midwest,0.168,0.74,0.307,1.0,
Midwest,0.294,0.707,0.295,0.292,0.153
Midwest,0.329,0.746,0.307,0.263,0.153
Midwest,0.337,0.494,0.298,0.453,0.159
Midwest,0.322,0.583,0.315,0.42,0.159
Midwest,0.274,0.439,0.309,0.15,
Midwest,0.278,0.625,0.317,0.25,
Midwest,0.249,0.322,0.33,0.444,0.192
Midwest,0.279,0.286,0.342,0.462,0.192
Midwest,0.341,0.099,0.348,0.167,0.163
Midwest,0.393,0.493,0.35,0.231,0.163
Midwest,0.277,0.409,0.357,0.545,
Midwest,0.29,0.258,0.372,0.364,
Midwest,0.169,0.564,0.257,0.462,0.149
Midwest,0.174,0.737,0.242,0.493,0.149
Midwest,0.25,0.843,0.383,0.422,0.155
Midwest,0.257,0.752,0.37,0.386,0.155
Midwest,0.333,0.424,0.329,0.245,0.113
Midwest,0.316,0.718,0.349,0.222,0.113
Midwest,0.219,0.324,0.366,0.333,
Midwest,0.223,0.391,0.368,0.214,
Midwest,0.206,0.619,0.346,0.333,0.178
Midwest,0.201,0.648,0.337,0.375,0.178
Midwest,0.277,0.671,0.294,0.389,0.15
Midwest,0.326,0.764,0.29,0.436,0.15
Midwest,0.187,0.708,0.271,0.206,0.113
Midwest,0.219,0.715,0.29,0.184,0.113
Midwest,0.244,0.367,0.316,0.364,
Midwest,0.262,0.439,0.315,0.25,
Midwest,0.404,0.739,0.328,0.188,
Midwest,0.369,0.74,0.337,0.4,
Midwest,0.134,0.635,0.331,0.375,0.157
Midwest,0.127,0.75,0.323,0.365,0.157
Midwest,0.35,0.421,0.313,0.444,
Midwest,0.379,0.351,0.335,0.4,
Midwest,0.203,0.314,0.319,0.5,0.197
Midwest,0.224,0.171,0.302,0.571,0.197
Midwest,0.179,0.366,0.293,0.195,0.18
Midwest,0.164,0.784,0.288,0.19,0.18
Midwest,0.239,0.437,0.334,0.182,
Midwest,0.256,0.422,0.314,0.273,
Midwest,0.124,0.816,0.284,0.324,0.173
Midwest,0.122,0.918,0.282,0.292,0.173
Midwest,0.163,0.479,0.322,0.357,
Midwest,0.168,0.629,0.323,0.333,
Midwest,0.178,0.709,0.303,0.2,0.205
Midwest,0.181,0.737,0.293,0.22,0.205
Midwest,0.215,0.495,0.293,0.214,0.242
Midwest,0.224,0.467,0.303,0.231,0.242
Midwest,0.324,0.574,0.323,0.357,
Midwest,0.301,0.678,0.333,0.37,
Midwest,0.275,0.277,0.32,0.375,
Midwest,0.292,0.162,0.357,0.125,
Midwest,0.329,0.297,0.329,0.429,
Midwest,0.33,0.374,0.326,0.455,
Midwest,0.295,0.31,0.311,0.222,0.178
Midwest,0.311,0.358,0.348,0.375,0.178
Midwest,0.172,0.158,0.354,0.067,
Midwest,0.177,0.354,0.349,0.214,
Midwest,0.305,0.444,0.343,0.1,
Midwest,0.337,0.652,0.345,0.158,
Midwest,0.38,0.362,0.32,0.158,
Midwest,0.358,0.194,0.301,0.222,
Midwest,0.37,0.672,0.355,0.294,
Midwest,0.4,0.647,0.341,0.306,
Midwest,0.191,0.624,0.345,0.357,0.142
Midwest,0.16,0.689,0.326,0.364,0.142
Midwest,0.223,0.452,0.307,0.417,0.148
Midwest,0.238,0.613,0.326,0.389,0.148
Midwest,0.215,0.679,0.333,0.5,
Midwest,0.218,0.608,0.318,0.6,
Midwest,0.233,0.741,0.294,0.37,0.118
Midwest,0.252,0.836,0.294,0.34,0.118
Midwest,0.278,0.599,0.325,0.308,
Midwest,0.318,0.478,0.324,0.2,
Midwest,0.291,0.331,0.315,0.455,0.197
Midwest,0.304,0.385,0.308,0.273,0.197
Midwest,0.269,0.371,0.331,0.154,
Midwest,0.286,0.519,0.311,0.2,
Midwest,0.415,0.289,0.333,0.667,
Midwest,0.431,0.193,0.332,0.538,
Midwest,0.205,0.56,0.296,0.333,
Midwest,0.19,0.611,0.306,0.333,
Midwest,0.244,0.362,0.316,0.714,0.223
Midwest,0.234,0.442,0.331,0.625,0.223
Midwest,0.316,0.542,0.293,0.2,0.126
Midwest,0.385,0.662,0.316,0.196,0.126
Midwest,0.348,0.785,0.309,0.118,
Midwest,0.348,0.79,0.329,0.143,
Midwest,0.273,0.911,0.32,0.429,0.154
Midwest,0.243,0.939,0.316,0.426,0.154
Midwest,0.246,0.691,0.326,0.19,0.138
Midwest,0.253,0.679,0.339,0.182,0.138
Midwest,0.142,0.657,0.351,0.401,0.234
Midwest,0.146,0.798,0.324,0.391,0.234
Midwest,0.201,0.386,0.325,0.387,0.199
Midwest,0.189,0.615,0.306,0.541,0.199
Midwest,0.327,0.199,0.329,0.571,
Midwest,0.355,0.137,0.316,0.444,
Midwest,0.318,0.478,0.319,0.15,
Midwest,0.308,0.46,0.311,0.188,
Midwest,0.21,0.422,0.311,0.214,0.169
Midwest,0.193,0.511,0.3,0.226,0.169
Midwest,0.279,0.395,0.3,0.292,
Midwest,0.293,0.508,0.291,0.289,
Midwest,0.245,0.105,0.344,0.5,0.152
Midwest,0.262,0.494,0.351,0.5,0.152
Midwest,0.172,0.291,0.365,0.375,0.178
Midwest,0.171,0.481,0.353,0.311,0.178
Midwest,0.239,0.468,0.354,0.556,0.191
Midwest,0.273,0.693,0.328,0.5,0.191
Midwest,0.24,0.713,0.281,0.182,
Midwest,0.241,0.649,0.299,0.333,
Midwest,0.259,0.499,0.309,0.1,0.173
Midwest,0.282,0.387,0.325,0.0,0.173
Midwest,0.308,0.731,0.36,0.077,
Midwest,0.33,0.876,0.359,0.091,
Midwest,0.258,0.147,0.308,0.636,
Midwest,0.274,0.183,0.289,0.545,
Midwest,0.254,0.709,0.283,0.24,0.114
Midwest,0.249,0.725,0.318,0.217,0.114
Midwest,0.366,0.44,0.317,0.688,
Midwest,0.322,0.433,0.298,0.548,
Midwest,0.217,0.359,0.324,0.286,
Midwest,0.25,0.557,0.346,0.286,
Midwest,0.314,0.357,0.349,0.333,0.135
Midwest,0.312,0.552,0.358,0.393,0.135
Midwest,0.384,0.593,0.336,0.25,
Midwest,0.516,0.508,0.332,0.364,
Midwest,0.194,0.033,0.313,0.5,
Midwest,0.219,0.373,0.31,0.455,
Midwest,0.264,0.385,0.321,0.333,0.212
Midwest,0.272,0.446,0.316,0.455,0.212
Midwest,0.25,0.364,0.312,0.263,0.211
Midwest,0.226,0.414,0.326,0.353,0.211
Midwest,0.355,0.353,0.285,0.321,0.17
Midwest,0.331,0.421,0.293,0.348,0.17
Midwest,0.404,0.257,0.332,0.25,
Midwest,0.348,0.382,0.325,0.256,
Midwest,0.231,0.473,0.322,0.254,0.14
Midwest,0.235,0.577,0.31,0.262,0.14
Midwest,0.175,0.64,0.303,0.345,0.156
Midwest,0.167,0.718,0.279,0.474,0.156
Midwest,0.415,0.23,0.323,0.263,
Midwest,0.397,0.501,0.32,0.071,
Midwest,0.13,0.017,0.292,0.263,0.322
Midwest,0.123,0.301,0.317,0.313,0.322
Midwest,0.401,0.312,0.293,0.375,
Midwest,0.417,0.522,0.312,0.4,
Midwest,0.467,0.479,0.354,0.182,
Midwest,0.454,0.486,0.337,0.156,
Midwest,0.166,0.461,0.327,0.1,0.189
Midwest,0.175,0.401,0.307,0.19,0.189
Midwest,0.24,0.577,0.324,0.25,0.114
Midwest,0.276,0.635,0.316,0.306,0.114
Midwest,0.256,0.698,0.327,0.25,0.143
Midwest,0.23,0.646,0.315,0.283,0.143
Midwest,0.256,0.51,0.331,0.391,0.184
Midwest,0.273,0.504,0.344,0.286,0.184
Midwest,0.096,0.785,0.292,0.424,0.218
Midwest,0.1,0.819,0.3,0.414,0.218
Midwest,0.305,0.532,0.34,0.281,0.173
Midwest,0.286,0.551,0.312,0.333,0.173
Midwest,0.184,0.479,0.344,0.422,0.217
Midwest,0.174,0.62,0.336,0.465,0.217
Midwest,0.278,0.05,0.295,0.2,
Midwest,0.312,0.05,0.311,0.2,
Midwest,0.165,0.236,0.323,0.167,
Midwest,0.174,0.322,0.347,0.154,
Midwest,0.271,0.302,0.343,0.15,0.173
Midwest,0.289,0.612,0.316,0.19,0.173
Midwest,0.169,0.266,0.313,0.5,0.126
Midwest,0.208,0.549,0.315,0.467,0.126
Midwest,0.393,0.642,0.348,0.545,
Midwest,0.37,0.784,0.332,0.556,
Midwest,0.406,0.595,0.338,0.667,0.223
Midwest,0.39,0.56,0.338,0.68,0.223
Midwest,0.236,0.575,0.338,0.105,0.178
Midwest,0.285,0.519,0.393,0.267,0.178
Midwest,0.339,0.258,0.309,0.0,
Midwest,0.341,0.258,0.32,0.167,
Midwest,0.279,0.04,0.355,0.0,
Midwest,0.274,0.04,0.342,0.0,
Midwest,0.308,0.422,0.323,0.459,0.139
Midwest,0.29,0.716,0.375,0.485,0.139
Midwest,0.424,0.672,0.366,0.125,
Midwest,0.501,0.717,0.342,0.294,
Midwest,0.253,0.251,0.317,0.167,
Midwest,0.26,0.454,0.333,0.2,
Midwest,0.093,0.815,0.306,0.451,0.229
Midwest,0.083,0.885,0.302,0.429,0.229
Midwest,0.362,0.016,0.336,0.308,
Midwest,0.385,0.163,0.311,0.364,
Midwest,0.279,0.489,0.32,0.46,0.169
Midwest,0.28,0.67,0.325,0.485,0.169
Midwest,0.178,0.914,0.283,0.363,0.201
Midwest,0.162,0.969,0.282,0.373,0.201
Midwest,0.42,0.999,0.329,0.34,0.231
Midwest,0.431,0.983,0.333,0.327,0.231
Midwest,0.178,0.304,0.286,0.118,0.171
Midwest,0.177,0.657,0.283,0.143,0.171
Midwest,0.256,0.394,0.329,0.243,0.177
Midwest,0.242,0.527,0.317,0.237,0.177
Midwest,0.302,0.667,0.309,0.514,0.166
Midwest,0.3,0.695,0.325,0.364,0.166
Midwest,0.243,0.483,0.302,0.5,
Midwest,0.226,0.476,0.32,0.5,
Midwest,0.302,0.415,0.313,0.244,0.103
Midwest,0.29,0.726,0.299,0.282,0.103
Midwest,0.366,0.329,0.338,0.154,0.114
Midwest,0.376,0.459,0.321,0.172,0.114
Midwest,0.298,0.415,0.306,0.346,0.184
Midwest,0.31,0.505,0.281,0.348,0.184
Midwest,0.194,0.278,0.314,0.405,
Midwest,0.189,0.702,0.308,0.429,
Midwest,0.342,0.644,0.326,0.453,
Midwest,0.392,0.606,0.338,0.482,
Midwest,0.413,0.533,0.276,0.357,
